2015-04-23 11:47:37.7830000,62.399998,0x100400c0
2015-04-23 11:47:37.7840000,68.000000,0x400c0
2015-04-23 11:47:47.7840000,65.599998,0x400c0
2015-04-23 11:47:57.7840000,65.599998,0x100400c0
2015-04-23 11:47:58.2820000,64.800003,0x400c0
2015-04-23 11:48:08.2820000,64.800003,0x100400c0
2015-04-23 11:48:08.2860000,68.800003,0x400c0
2015-04-23 11:48:18.2860000,68.800003,0x100400c0
2015-04-23 11:48:18.5080000,65.599998,0x400c0
2015-04-23 11:48:28.5040000,66.400002,0x400c0
2015-04-23 11:48:38.5040000,66.400002,0x100400c0
2015-04-23 11:48:38.7950000,65.599998,0x400c0
2015-04-23 11:48:48.7940000,61.599998,0x400c0
2015-04-23 11:48:58.7940000,61.599998,0x100400c0
2015-04-23 11:48:58.7950000,67.200005,0x400c0
2015-04-23 11:49:08.7950000,67.200005,0x100400c0
2015-04-23 11:49:08.8950000,70.400002,0x400c0
2015-04-23 11:49:18.8940000,62.399998,0x400c0
2015-04-23 11:49:28.8940000,62.399998,0x100400c0
2015-04-23 11:49:29.4970000,66.400002,0x400c0
2015-04-23 11:49:39.4970000,66.400002,0x100400c0
2015-04-23 11:49:39.6850000,63.199997,0x400c0
2015-04-23 11:49:49.6850000,63.199997,0x100400c0
2015-04-23 11:49:49.7940000,68.000000,0x400c0
2015-04-23 11:49:59.6300000,64.800003,0x400c0
2015-04-23 11:50:05.0900000,65.599998,0x400c0
2015-04-23 11:50:15.0900000,65.599998,0x100400c0
2015-04-23 11:50:15.0910000,63.199997,0x400c0
2015-04-23 11:50:19.8140000,58.399998,0x400c0
2015-04-23 11:50:29.8140000,58.399998,0x100400c0
2015-04-23 11:50:30.0340000,71.200005,0x400c0
2015-04-23 11:50:40.0340000,71.200005,0x100400c0
2015-04-23 11:50:40.5420000,66.400002,0x400c0
2015-04-23 11:50:50.5360000,64.800003,0x400c0
2015-04-23 11:51:00.5360000,64.800003,0x100400c0
2015-04-23 11:51:00.5440000,67.200005,0x400c0
2015-04-23 11:51:10.5440000,67.200005,0x100400c0
2015-04-23 11:51:11.0070000,64.800003,0x400c0
2015-04-23 11:51:20.7800000,66.400002,0x400c0
2015-04-23 11:51:30.7800000,66.400002,0x100400c0
2015-04-23 11:51:31.2830000,68.800003,0x400c0
2015-04-23 11:51:41.2830000,68.800003,0x100400c0
2015-04-23 11:51:41.2850000,68.000000,0x400c0
2015-04-23 11:51:51.2840000,67.200005,0x400c0
2015-04-23 11:52:01.2840000,61.599998,0x400c0
2015-04-23 11:52:11.2840000,61.599998,0x100400c0
2015-04-23 11:52:21.2840000,61.599998,0x100400c0
2015-04-23 11:52:21.9140000,67.200005,0x400c0
2015-04-23 11:52:31.9140000,67.200005,0x100400c0
2015-04-23 11:52:31.9970000,65.599998,0x400c0
2015-04-23 11:52:41.8140000,64.800003,0x400c0
2015-04-23 11:52:51.8140000,71.200005,0x400c0
2015-04-23 11:52:55.1050000,67.200005,0x400c0
2015-04-23 11:53:05.1020000,65.599998,0x400c0
2015-04-23 11:53:12.5080000,64.000000,0x400c0
2015-04-23 11:53:22.5080000,64.000000,0x100400c0
2015-04-23 11:53:22.7850000,64.800003,0x400c0
2015-04-23 11:53:32.6710000,65.599998,0x400c0
2015-04-23 11:53:42.6710000,65.599998,0x100400c0
2015-04-23 11:53:43.0640000,68.000000,0x400c0
2015-04-23 11:53:52.9750000,63.199997,0x400c0
2015-04-23 11:53:55.0990000,68.800003,0x400c0
2015-04-23 11:54:02.8640000,66.400002,0x400c0
2015-04-23 11:54:12.8640000,66.400002,0x100400c0
2015-04-23 11:54:13.5650000,64.800003,0x400c0
2015-04-23 11:54:23.5020000,63.199997,0x400c0
2015-04-23 11:54:33.5020000,63.199997,0x100400c0
2015-04-23 11:54:33.8630000,68.000000,0x400c0
2015-04-23 11:54:43.7830000,65.599998,0x400c0
2015-04-23 11:54:53.7830000,65.599998,0x100400c0
2015-04-23 11:54:54.0050000,62.399998,0x400c0
